,athlete_id,region,age,height,weight,pullups,experience,is_male,experience_level,diet,athletic_background,workout_schedule,BMI,total_lift
31562,134031.0,South Central,28.0,73.0,190.0,55.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.064740101332333,1215.0
31566,150637.0,Northern California,23.0,66.0,185.0,30.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,29.85651974288338,1395.0
31568,168082.0,South West,31.0,72.0,198.0,60.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,26.850694444444443,1378.0
31571,176047.0,South East,26.0,70.0,162.0,55.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,23.24204081632653,1200.0
31573,182264.0,Australia,41.0,69.0,173.0,30.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,25.544843520268852,1172.0
31578,199603.0,Africa,27.0,72.0,200.0,30.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Single workout per day,27.121913580246915,1151.0
31583,229032.0,Europe,26.0,68.0,170.0,23.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.845588235294116,1120.0
31587,242732.0,North West,24.0,68.0,184.0,50.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,27.974048442906575,1510.0
31595,284302.0,South East,31.0,62.0,147.0,50.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,26.883714880332988,1235.0
31600,318920.0,Mid Atlantic,26.0,64.0,158.0,41.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,27.11767578125,1150.0
31617,29470.0,Europe,23.0,73.0,200.0,40.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Flexible,26.383936948770877,1135.0
31619,31873.0,North West,29.0,72.0,220.0,40.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,29.834104938271604,1430.0
31626,93597.0,North Central,26.0,69.0,180.0,47.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,26.578449905482042,1375.0
31628,98862.0,Central East,25.0,69.0,185.0,50.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,27.31674018063432,1390.0
31631,100911.0,South West,30.0,66.0,170.0,55.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,27.435720844811755,1310.0
31632,101396.0,Southern California,25.0,72.0,193.0,48.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Single workout per day,26.172646604938272,1275.0
31633,105656.0,Asia,32.0,70.0,186.0,22.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,26.685306122448978,950.0
31634,108253.0,Canada East,28.0,69.0,215.0,51.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,31.746481831547992,1505.0
31636,111607.0,North West,29.0,69.0,188.0,58.0,Not Provided,1,Amateur,Not Provided,College or High School Sports,Not Provided,27.759714345725687,1502.0
31638,117927.0,North East,24.0,73.0,186.0,55.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,24.537061362356916,1260.0
31639,121664.0,North Central,36.0,73.0,200.0,52.0,Advanced (Trainer/Courses),1,Proficient,Not Provided,Not Provided,Flexible,26.383936948770877,1300.0
31640,122270.0,North East,34.0,71.0,227.0,40.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Single workout per day,31.656615750843088,1390.0
31642,130713.0,South East,28.0,71.0,195.0,52.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Flexible,27.194009125173576,1530.0
31643,144036.0,Europe,29.0,70.0,180.0,50.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.824489795918367,1090.0
31645,146702.0,Canada West,33.0,71.0,191.0,40.0,Not Provided,1,Proficient,Not Provided,Not Provided,Flexible,26.636183296964887,1195.0
31647,158958.0,Europe,33.0,64.0,145.0,53.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,24.886474609375,1117.0
31650,174527.0,Southern California,42.0,68.0,180.0,50.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,27.3659169550173,1372.0
31652,200777.0,South West,29.0,72.0,185.0,52.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,25.087770061728396,1350.0
31654,216783.0,South East,25.0,69.0,190.0,68.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,28.0550304557866,1440.0
31656,232402.0,Africa,31.0,65.0,167.0,73.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,27.78721893491124,1351.0
31657,232726.0,Northern California,27.0,70.0,205.0,50.0,Beginner without coach,1,Amateur,Normal Diet,College or High School Sports,Flexible,29.41122448979592,1460.0
31660,237709.0,Canada West,31.0,71.0,200.0,50.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,27.891291410434437,1290.0
31664,244540.0,Mid Atlantic,28.0,65.0,165.0,28.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,27.454437869822485,1325.0
31666,248843.0,Mid Atlantic,32.0,67.0,174.0,56.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Flexible,27.249276008019603,1485.0
31676,290789.0,Australia,28.0,71.0,193.0,42.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,26.915096211069233,1177.0
31689,2814.0,South East,27.0,69.0,183.0,55.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,27.02142407057341,1420.0
31690,8687.0,North East,29.0,71.0,200.0,33.0,Beginner without coach,1,Expert,Normal Diet,College or High School Sports,Multiple workouts per day,27.891291410434437,1185.0
31692,16688.0,Mid Atlantic,28.0,70.0,215.0,50.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Flexible,30.84591836734694,1455.0
31693,17679.0,South West,30.0,71.0,165.0,78.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Professional Sports,Single workout per day,23.01031541360841,1290.0
31696,92972.0,North Central,30.0,64.0,172.0,48.0,Advanced (Trainer/Courses),1,Proficient,Not Provided,College or High School Sports,Flexible,29.5205078125,1180.0
31699,99385.0,Canada East,28.0,68.0,182.0,52.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,27.669982698961938,1300.0
31704,107234.0,Europe,26.0,69.0,188.0,43.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Professional Sports,Multiple workouts per day,27.759714345725687,1389.0
31709,113840.0,South East,39.0,69.0,189.0,61.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Not Provided,Single workout per day,27.907372400756145,1295.0
31715,123808.0,Australia,31.0,72.0,201.0,27.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Flexible,27.25752314814815,1406.0
31718,132387.0,North Central,29.0,69.0,182.0,40.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,26.87376601554295,1245.0
31720,134938.0,North Central,28.0,69.0,181.0,50.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,26.726107960512497,1110.0
31725,155553.0,Mid Atlantic,25.0,71.0,180.0,65.0,Beginner with coach,1,Amateur,Normal Diet,Not Provided,Multiple workouts per day,25.102162269390995,1505.0
31727,155778.0,Mid Atlantic,22.0,72.0,198.0,43.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Single workout per day,26.850694444444443,1480.0
31730,177776.0,North Central,26.0,72.0,189.0,43.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,25.630208333333332,1260.0
31736,201632.0,Mid Atlantic,29.0,68.0,172.0,52.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,26.149653979238753,1315.0
31737,204370.0,Central East,24.0,68.0,185.0,35.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,28.126081314878892,1410.0
31739,225323.0,Canada East,19.0,70.0,187.0,30.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,26.828775510204082,1490.0
31748,260795.0,Central East,25.0,69.0,195.0,35.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,28.793320730938877,1326.0
31762,312831.0,Asia,32.0,69.0,194.0,40.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,28.645662675908422,1127.0
31765,338131.0,South East,21.0,67.0,158.0,60.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,24.74359545555803,1310.0
31769,4649.0,Southern California,31.0,70.0,165.0,40.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Single workout per day,23.672448979591838,1120.0
31771,12442.0,North Central,28.0,76.0,214.0,51.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,26.04605263157895,1265.0
31772,14753.0,South Central,30.0,73.0,180.0,63.0,Beginner with coach,1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,23.74554325389379,1230.0
31774,39701.0,Central East,51.0,69.0,175.0,40.0,Beginner without coach,1,Proficient,Normal Diet,College or High School Sports,Not Provided,25.84015963032976,1174.0
31775,43677.0,North East,34.0,68.0,185.0,56.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,28.126081314878892,1255.0
31778,64607.0,Australia,38.0,70.0,205.0,50.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Not Provided,Single workout per day,29.41122448979592,1708.0
31780,94743.0,North Central,23.0,70.0,188.0,49.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,26.972244897959182,1570.0
31781,95110.0,Europe,27.0,76.0,225.0,40.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,27.38486842105263,1423.0
31782,102978.0,North East,31.0,69.0,192.0,42.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,28.35034656584751,1441.0
31783,104478.0,Mid Atlantic,22.0,69.0,189.0,30.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,27.907372400756145,1335.0
31784,105038.0,Central East,25.0,67.0,165.0,45.0,Beginner without coach,1,Amateur,Normal Diet,College or High School Sports,Single workout per day,25.83983069725997,1250.0
31785,105216.0,South East,31.0,67.0,160.0,40.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,25.056805524615726,1125.0
31787,108419.0,North Central,25.0,70.0,176.0,42.0,Not Provided,1,Amateur,Not Provided,Not Provided,Not Provided,25.250612244897958,1290.0
31791,120860.0,South Central,40.0,69.0,190.0,55.0,Beginner without coach,1,Proficient,Not Provided,Recreational Sports,Multiple workouts per day,28.0550304557866,1310.0
31792,133275.0,North West,32.0,74.0,186.0,48.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Not Provided,Multiple workouts per day,23.87837837837838,1235.0
31794,137445.0,North East,29.0,69.0,175.0,52.0,Beginner with coach,1,Proficient,Normal Diet,Recreational Sports,Flexible,25.84015963032976,1230.0
31795,137618.0,Northern California,31.0,70.0,185.0,51.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,26.541836734693877,1130.0
31796,143838.0,South East,23.0,72.0,198.0,60.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,Recreational Sports,Single workout per day,26.850694444444443,1375.0
31797,146597.0,Central East,29.0,73.0,199.0,40.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,26.25201726402702,1405.0
31798,146864.0,Mid Atlantic,27.0,69.0,175.0,50.0,Beginner with coach,1,Proficient,Normal Diet,College or High School Sports,Single workout per day,25.84015963032976,1060.0
31799,153118.0,North West,42.0,69.0,202.0,63.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Single workout per day,29.82692711615207,1380.0
31804,168533.0,South West,23.0,69.0,183.0,52.0,Beginner without coach,1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,27.02142407057341,1220.0
31805,174019.0,Mid Atlantic,36.0,72.0,207.0,35.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,28.071180555555557,1255.0
31807,181735.0,Southern California,39.0,67.0,165.0,63.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Single workout per day,25.83983069725997,1221.0
31808,214186.0,Central East,26.0,69.0,188.0,48.0,Beginner without coach,1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,27.759714345725687,1365.0
31809,217980.0,South East,29.0,67.0,173.0,31.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,27.092670973490755,1086.0
31817,239050.0,Central East,23.0,69.0,204.0,26.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,30.12224322621298,1318.0
31822,257597.0,Asia,32.0,67.0,185.0,36.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,28.971931387836936,1200.0
31828,284185.0,Northern California,28.0,68.0,160.0,35.0,Beginner with coach,1,Amateur,Normal Diet,Professional Sports,Multiple workouts per day,24.325259515570934,1110.0
31832,302536.0,South East,22.0,67.0,176.0,45.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,27.5624860770773,1395.0
31836,357673.0,Europe,22.0,72.0,200.0,45.0,Advanced (Trainer/Courses),1,Amateur,Not Provided,Not Provided,Multiple workouts per day,27.121913580246915,1362.0
31852,35438.0,Mid Atlantic,31.0,72.0,207.0,33.0,Beginner without coach,1,Proficient,Normal Diet,Recreational Sports,Multiple workouts per day,28.071180555555557,1525.0
31855,45875.0,South Central,30.0,69.0,179.0,53.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,College or High School Sports,Multiple workouts per day,26.430791850451588,1445.0
31859,86715.0,Africa,33.0,68.0,155.0,45.0,Beginner with coach,1,Proficient,Normal Diet,College or High School Sports,Single workout per day,23.565095155709344,1067.0
31862,100908.0,Northern California,27.0,64.0,170.0,35.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Single workout per day,29.17724609375,1095.0
31863,108789.0,South Central,26.0,73.0,220.0,53.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,29.022330643647965,1680.0
31864,112845.0,South West,28.0,68.0,195.0,59.0,Not Provided,1,Not Provided,Normal Diet,Not Provided,Not Provided,29.646410034602077,1730.0
31867,113843.0,Canada East,27.0,74.0,183.0,49.0,Advanced (Trainer/Courses),1,Expert,Normal Diet,Recreational Sports,Single workout per day,23.493243243243242,1300.0
31869,116152.0,South Central,28.0,68.0,183.0,45.0,Advanced (Trainer/Courses),1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,27.822015570934255,1450.0
31871,116984.0,South West,27.0,72.0,203.0,45.0,Beginner with coach,1,Amateur,Normal Diet,College or High School Sports,Multiple workouts per day,27.528742283950617,1475.0
31873,120186.0,South Central,23.0,71.0,180.0,61.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,25.102162269390995,1550.0
31874,120439.0,Europe,24.0,69.0,174.0,57.0,Beginner without coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,25.692501575299307,1272.0
31878,137056.0,Asia,23.0,69.0,175.0,42.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Professional Sports,Multiple workouts per day,25.84015963032976,1462.0
31879,141587.0,Mid Atlantic,26.0,69.0,195.0,36.0,Beginner without coach,1,Proficient,Normal Diet,College or High School Sports,Multiple workouts per day,28.793320730938877,1460.0
31880,143793.0,Australia,36.0,70.0,160.0,60.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,22.955102040816328,1134.0
31881,145415.0,Mid Atlantic,29.0,73.0,205.0,47.0,Beginner without coach,1,Amateur,Normal Diet,College or High School Sports,Flexible,27.043535372490147,1495.0
31884,175958.0,North Central,27.0,72.0,210.0,41.0,Beginner without coach,1,Amateur,Normal Diet,College or High School Sports,Single workout per day,28.47800925925926,1485.0
31892,253825.0,South West,32.0,69.0,209.0,35.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Single workout per day,30.86053350136526,1420.0
31902,286107.0,South Central,30.0,74.0,232.0,25.0,Not Provided,1,Not Provided,Not Provided,Not Provided,Not Provided,29.783783783783782,1325.0
31908,362686.0,Latin America,26.0,67.0,185.0,32.0,Beginner with coach,1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,28.971931387836936,1010.0
31912,378594.0,Mid Atlantic,24.0,67.0,178.0,50.0,Advanced (Trainer/Courses),1,Amateur,Normal Diet,Recreational Sports,Multiple workouts per day,27.875696146134995,1295.0
